Account,Closed PnL,classification,timestamp_dt,date,Side,Size USD
trader_21,-61.79921366808129,Fear,2024-12-18,2025-04-01,SELL,6021.471745762671
trader_11,-143.15008307325309,Neutral,2025-05-01,2025-04-12,SELL,16654.08377072752
trader_6,-52.73429107376326,Greed,2025-01-28,2025-01-13,SELL,8331.726082761399
trader_25,225.89266718937165,Neutral,2025-04-30,2025-04-13,SELL,16941.909112976264
trader_9,-47.84617013949014,Greed,2024-12-30,2025-02-16,SELL,18220.501271631092
trader_28,50.16877474157288,Greed,2025-01-20,2025-04-10,BUY,9551.883851137904
trader_5,348.4700245956084,Neutral,2025-02-26,2025-02-03,SELL,18932.812341020406
trader_30,204.15902594809697,Neutral,2025-02-05,2025-01-14,BUY,6349.05211927882
trader_24,27.363509836204532,Fear,2025-04-22,2025-03-24,BUY,5570.401490357201
trader_7,13.106407034069,Greed,2025-03-19,2025-02-12,SELL,2592.3885143517973
trader_20,266.0566963318802,Greed,2025-02-14,2025-01-24,SELL,5293.179336794584
trader_1,-1.3276712481006072,Greed,2025-02-03,2025-01-29,BUY,15566.74696663176
trader_3,51.21615460699979,Neutral,2024-12-02,2025-03-25,SELL,8373.858668063323
trader_11,21.70772791235955,Greed,2024-12-11,2025-01-08,BUY,3389.1761694080838
trader_26,295.90134325212284,Fear,2025-02-14,2025-04-03,BUY,2587.1144144192076
trader_21,48.82111209566673,Fear,2025-03-02,2025-03-14,SELL,10059.712890478233
trader_10,1.3906565057927054,Neutral,2025-03-07,2025-01-17,BUY,11017.411174177609
trader_13,154.15874238661985,Fear,2024-12-03,2025-02-18,BUY,15993.822565241648
trader_29,342.1221166895354,Fear,2025-01-10,2024-12-27,SELL,14438.757682704932
trader_3,-133.2311485394017,Greed,2025-01-18,2024-12-16,BUY,3758.741777535908
trader_11,101.78886032858458,Greed,2025-02-21,2025-03-19,SELL,5899.29985663349
trader_20,-74.32930588704566,Fear,2025-02-20,2025-04-11,SELL,14028.402216032075
trader_9,265.3485880716167,Fear,2025-01-06,2025-03-27,BUY,4021.1693723400504
trader_25,-117.12415637264453,Greed,2025-03-02,2025-03-01,BUY,16162.874343811793
trader_11,171.62228902498185,Greed,2024-12-07,2025-04-16,SELL,13318.473454237066
trader_9,-60.222163292814116,Greed,2025-03-21,2025-05-02,BUY,10958.675118586743
trader_13,296.41853764482704,Fear,2025-01-07,2025-02-26,SELL,13062.985794674587
trader_9,412.6531854058808,Fear,2025-04-12,2025-01-27,BUY,2444.455113810787
trader_14,234.64446943123303,Greed,2025-01-30,2024-12-18,BUY,11186.429807805505
trader_16,43.606448370459965,Greed,2025-02-21,2025-02-28,SELL,9300.345043041967
trader_28,-130.68042666848808,Greed,2024-12-28,2025-02-12,BUY,10502.816772530365
trader_17,78.7977110474125,Greed,2025-04-09,2025-01-13,SELL,7084.505738040339
trader_25,89.12526464549333,Fear,2025-02-08,2025-03-20,SELL,9629.450503856098
trader_15,399.42310106288375,Fear,2025-01-06,2025-02-19,SELL,17723.370246768263
trader_28,70.0685194047379,Fear,2025-03-30,2025-04-07,BUY,7224.645374709328
trader_28,-56.69432644959279,Fear,2025-03-06,2024-12-10,SELL,1376.24455505538
trader_11,80.73432182594223,Greed,2025-03-11,2025-02-01,BUY,5501.3907033837995
trader_12,-7.497749659997282,Greed,2025-02-20,2025-03-04,BUY,9360.089475196068
trader_30,35.865466814332166,Fear,2025-04-08,2025-01-15,BUY,10903.065952306777
trader_11,374.4206118566825,Neutral,2024-12-03,2024-12-02,SELL,8829.386562331516
trader_29,-77.10809476293434,Neutral,2025-02-09,2025-03-24,SELL,16618.936941303633
trader_18,194.2254531669621,Fear,2025-03-07,2025-04-27,BUY,18345.871898786474
trader_24,2.8691454640448484,Greed,2025-02-23,2024-12-03,BUY,9992.614311569254
trader_25,44.79075649139189,Neutral,2025-04-21,2025-01-05,BUY,1979.6558552572305
trader_12,48.12269687222598,Greed,2025-01-06,2024-12-05,SELL,8709.252960852838
trader_8,-95.1893022673423,Fear,2025-04-10,2024-12-20,SELL,4034.1593109627547
trader_25,138.27124648109574,Greed,2025-03-11,2024-12-03,SELL,6028.179815487742
trader_21,-288.62816912835734,Greed,2025-03-07,2024-12-03,BUY,16741.53800093908
trader_10,4.8992501139005356,Fear,2024-12-13,2025-03-10,BUY,10938.192000798383
trader_28,94.25946275540045,Fear,2025-04-06,2025-02-08,BUY,16657.538396495835
trader_23,136.67124701090063,Greed,2025-01-19,2025-02-26,BUY,19719.714101958474
trader_27,129.64567622655187,Greed,2025-04-26,2025-04-07,SELL,11131.960001321251
trader_3,-119.2680892795623,Fear,2025-01-26,2025-01-16,SELL,18289.114136062253
trader_20,-12.502503723118132,Fear,2025-04-16,2025-03-12,SELL,13827.586419499181
trader_4,71.16222991088824,Fear,2025-01-15,2025-01-06,BUY,2485.4606097891847
trader_13,-62.61521642549121,Greed,2025-03-04,2024-12-08,BUY,8649.028684381054
trader_26,76.60264454748099,Fear,2025-02-24,2025-03-12,BUY,13349.327702304876
trader_20,131.09363788666974,Fear,2025-04-11,2025-03-23,SELL,14252.602217002945
trader_27,-31.28881402274297,Greed,2025-04-04,2025-03-17,BUY,17282.986592296336
trader_8,146.375146204926,Greed,2025-02-20,2025-04-08,BUY,12927.180319546844
trader_2,11.876681117955371,Neutral,2025-02-08,2025-01-14,BUY,2256.829152422537
trader_28,-72.44603000480254,Greed,2025-03-03,2024-12-10,BUY,3277.638394529864
trader_2,248.1571110222807,Neutral,2025-04-12,2025-02-24,BUY,6902.281617813687
trader_21,-22.621943059480827,Fear,2025-04-25,2025-02-25,SELL,6233.852599772547
trader_6,-165.5088370650996,Neutral,2024-12-27,2024-12-12,BUY,4821.304511451653
trader_20,-26.668717509867435,Neutral,2024-12-10,2024-12-08,BUY,12537.27593519369
trader_28,86.96087706358291,Fear,2025-04-09,2025-04-03,BUY,8879.346446810232
trader_7,100.51924726024326,Fear,2025-03-28,2025-01-14,BUY,13857.28122843193
trader_26,-113.43530156813878,Greed,2025-04-29,2025-02-26,SELL,8045.895073855096
trader_4,143.3566880335413,Neutral,2025-04-17,2025-04-08,BUY,5844.596442897081
trader_8,43.62739081317671,Fear,2025-01-28,2025-02-24,SELL,11234.187881780266
trader_18,-167.6015385502543,Greed,2025-03-31,2025-03-17,SELL,2386.82139881916
trader_30,-200.7523474594242,Fear,2025-03-01,2025-01-25,SELL,19778.837574115827
trader_10,81.78893394208444,Fear,2025-04-19,2025-03-08,SELL,13284.783691714834
trader_20,1.8109025691242522,Greed,2025-02-01,2025-01-06,SELL,2882.1658051358017
trader_11,-82.67495116698603,Fear,2024-12-15,2025-04-11,SELL,12636.967716365793
trader_7,-43.050469449429414,Greed,2025-03-15,2025-02-10,BUY,1951.4278480764103
trader_5,35.252612550433085,Greed,2024-12-06,2025-03-31,BUY,10371.405262049799
trader_26,31.61881682556453,Fear,2025-04-13,2025-03-05,SELL,6171.829066187448
trader_11,31.838186843640155,Fear,2025-01-07,2025-02-25,SELL,14164.877657464662
trader_18,27.749054536147035,Neutral,2025-01-17,2025-03-12,SELL,9997.903905717278
trader_16,345.80300442875864,Greed,2024-12-15,2025-02-06,BUY,15824.560367883203
trader_19,-26.5563783425102,Greed,2025-02-10,2025-03-10,BUY,4980.2835467770965
trader_20,159.4006995118417,Fear,2024-12-29,2025-04-06,SELL,13295.49178187358
trader_5,141.22050947314727,Neutral,2024-12-02,2025-04-17,SELL,13912.860989719755
trader_7,-37.164016211947214,Fear,2025-02-13,2025-02-08,BUY,9811.582494987128
trader_3,-204.80438544706408,Greed,2025-04-23,2024-12-04,BUY,17236.960357369037
trader_25,-12.971535634533282,Fear,2025-02-26,2024-12-21,SELL,3359.627340604078
trader_10,-198.51802056999244,Greed,2024-12-24,2025-01-11,SELL,15289.064156526107
trader_19,-221.84359343440497,Fear,2025-03-12,2025-02-22,SELL,3073.7597405773654
trader_5,-26.32615052485231,Fear,2024-12-25,2025-03-26,BUY,3559.6365494826864
trader_29,61.904172926110334,Neutral,2025-03-27,2025-04-13,BUY,4428.998123378537
trader_5,17.868283936503005,Neutral,2025-01-02,2024-12-11,BUY,13390.996196350137
trader_23,-194.6339192062648,Greed,2025-03-18,2025-03-29,BUY,12960.744409013734
trader_22,-132.16781650486763,Greed,2025-01-12,2025-02-11,SELL,9194.784474784476
trader_11,72.57747144113112,Greed,2024-12-17,2025-04-19,BUY,6632.051793288354
trader_19,142.969758266116,Fear,2024-12-07,2024-12-31,SELL,12449.056158889607
trader_12,-75.1471138948648,Fear,2024-12-27,2025-01-19,SELL,3311.684079049182
trader_17,45.78188082717062,Greed,2025-01-05,2025-03-08,SELL,12758.85091852565
trader_22,80.91111212859239,Greed,2025-04-26,2025-01-10,SELL,733.0608489744877
trader_27,309.03210010388284,Fear,2024-12-15,2025-03-22,SELL,3317.1443485982973
trader_22,287.181427419118,Greed,2025-02-08,2025-03-23,BUY,14304.560471130042
trader_20,139.35648178150484,Greed,2025-02-07,2025-04-06,BUY,17542.41565411446
trader_15,-257.18388518547175,Fear,2025-01-22,2025-02-04,SELL,1974.2007280697344
trader_18,271.75732263999953,Greed,2024-12-02,2025-03-23,SELL,12955.95777524631
trader_9,120.92660783901627,Fear,2025-03-17,2024-12-15,BUY,1707.1647628918493
trader_22,-47.44057307346472,Neutral,2025-04-25,2025-01-03,BUY,17639.908154481505
trader_29,345.65444964185554,Greed,2025-03-23,2025-01-13,SELL,8137.466257358657
trader_17,2.6408450266176615,Fear,2025-04-05,2025-02-17,BUY,14952.931498983005
trader_24,372.5669347328722,Greed,2025-01-18,2025-03-09,SELL,3868.666818889773
trader_26,-119.27516289328378,Greed,2025-03-26,2025-03-02,SELL,17296.33215584201
trader_23,-14.18515992930999,Fear,2025-01-29,2025-03-16,BUY,8868.822648135572
trader_27,-258.71284386694737,Neutral,2025-04-06,2025-04-13,SELL,4572.716224507023
trader_11,-19.63024921696247,Greed,2024-12-28,2025-03-28,BUY,11662.759340596565
trader_6,230.69261718473015,Greed,2025-02-24,2025-01-09,BUY,6119.146476253878
trader_12,-33.62484195074387,Greed,2025-04-15,2024-12-06,SELL,6097.479578162911
trader_11,-75.48938521332703,Fear,2025-04-30,2025-02-13,SELL,2733.6349553705627
trader_27,237.65279307199714,Greed,2025-01-01,2024-12-14,SELL,4671.002365427913
trader_17,73.647327381549,Fear,2024-12-15,2025-04-02,BUY,16058.338283951465
trader_10,70.4845770014493,Fear,2025-03-01,2024-12-05,SELL,10709.782122344266
trader_13,-114.37084752374096,Greed,2025-04-07,2025-01-14,BUY,7421.321778836302
trader_5,-101.61627182102151,Fear,2025-04-02,2025-01-12,BUY,18622.776054536513
trader_4,12.952230319790914,Greed,2025-03-06,2025-03-30,SELL,16049.05755297126
trader_7,-239.8354412192137,Greed,2025-01-26,2025-02-07,BUY,6550.307225761729
trader_15,170.12984053338903,Neutral,2025-01-16,2025-01-17,SELL,2659.2847505726427
trader_2,141.78107058742023,Neutral,2025-03-11,2025-03-21,SELL,4094.6653482765373
trader_17,112.64372182705912,Greed,2025-03-28,2025-02-11,BUY,13665.788047867169
trader_23,-147.43451281364221,Fear,2024-12-10,2025-03-21,SELL,11479.800485338032
trader_24,155.62482499079596,Fear,2025-03-27,2024-12-25,SELL,19625.16516204017
trader_21,-78.07390585862939,Fear,2025-03-02,2025-04-15,SELL,763.1326620086948
trader_8,236.12858867389562,Neutral,2025-02-01,2025-02-16,SELL,17597.468512767187
trader_16,4.163290117573808,Greed,2025-02-08,2025-01-30,SELL,778.2495850006057
trader_20,61.69938157534236,Fear,2025-04-16,2025-02-25,SELL,8782.805011068265
trader_24,144.6339005424637,Fear,2025-03-04,2024-12-01,SELL,18373.47971239114
trader_27,95.04825713654614,Greed,2025-01-10,2025-03-21,BUY,13339.100475304534
trader_3,-430.7926859247163,Greed,2025-01-09,2025-04-22,SELL,11874.34355726248
trader_23,-209.00136141151506,Greed,2024-12-16,2025-02-08,SELL,6613.236460706226
trader_22,-67.76260581430242,Fear,2024-12-25,2025-04-23,BUY,19339.48644741824
trader_17,110.94355230361774,Fear,2025-04-17,2025-03-18,SELL,3780.3788478358088
trader_5,307.92581125755044,Greed,2024-12-09,2025-02-19,SELL,5762.80667756966
trader_14,3.9899695063625984,Fear,2025-01-09,2025-03-03,BUY,9332.63674262359
trader_14,171.67802935110683,Greed,2025-01-26,2025-03-16,SELL,2962.833534651299
trader_14,151.750354777189,Greed,2025-01-15,2025-02-10,BUY,8759.171562052248
trader_11,-151.01309247240357,Neutral,2025-03-29,2025-01-26,SELL,1267.188021113539
trader_28,49.20804320125136,Greed,2024-12-07,2024-12-11,BUY,18520.315928632666
trader_20,-40.275874715088605,Fear,2025-03-26,2025-04-25,SELL,6781.713152170131
trader_13,-87.9679640326222,Greed,2025-04-07,2025-04-27,BUY,12859.150343964218
trader_22,305.23049720588415,Greed,2025-03-23,2025-03-01,BUY,17475.277900507714
trader_9,107.30531483832846,Fear,2025-03-29,2025-02-25,BUY,16457.361027005318
trader_20,-75.16045949026223,Greed,2025-03-14,2025-04-21,SELL,17531.120122980436
trader_2,-39.45459880000145,Greed,2025-01-26,2025-03-19,BUY,14546.018655867767
trader_12,69.4288292235513,Greed,2025-04-24,2024-12-27,SELL,4278.004728316031
trader_8,105.74572633202501,Greed,2024-12-25,2025-03-07,BUY,7647.696563950365
trader_16,-243.59315859297305,Greed,2025-03-21,2024-12-09,SELL,10484.61848671549
trader_1,249.6607843058872,Greed,2025-04-14,2024-12-13,BUY,7070.531850777734
trader_16,80.61207172385384,Neutral,2025-01-24,2024-12-08,BUY,19127.06167875845
trader_6,-88.53704435496317,Greed,2025-04-26,2025-03-24,BUY,16233.32056095519
trader_20,412.48922996750696,Neutral,2025-01-01,2025-01-25,BUY,16079.55750848509
trader_6,115.36841553091402,Neutral,2025-02-25,2025-03-07,SELL,7541.553608747811
trader_3,282.33451907454963,Fear,2025-02-10,2024-12-07,SELL,15219.350727477717
trader_9,236.60582571436095,Greed,2024-12-22,2025-02-15,BUY,12474.026719351978
trader_19,352.7775256134347,Neutral,2025-04-15,2025-04-07,BUY,7816.681430792571
trader_3,208.7791226434927,Fear,2025-01-15,2025-04-22,SELL,6511.458380275632
trader_21,191.71747730526866,Fear,2024-12-05,2025-03-14,SELL,15882.2886368878
trader_7,164.75571991406972,Fear,2024-12-12,2025-02-22,SELL,12137.599830969086
trader_14,265.9693914361137,Fear,2024-12-27,2025-01-06,BUY,1221.4100310308354
trader_30,-34.42194102675501,Neutral,2025-02-22,2025-02-02,SELL,923.1313572075018
trader_22,112.34393497038899,Greed,2025-04-18,2024-12-17,BUY,16918.42795176545
trader_14,-32.411771184064264,Fear,2025-01-05,2025-03-03,SELL,2251.4745767583418
trader_23,189.75606635812662,Greed,2025-01-21,2024-12-21,BUY,10627.554489109527
trader_25,5.218256984029345,Fear,2025-04-09,2025-02-16,SELL,12368.944266955243
trader_3,16.39385847551857,Greed,2025-02-12,2025-03-15,BUY,18361.261390224656
trader_5,-236.05336502496783,Greed,2024-12-12,2025-03-21,BUY,10533.264206922446
trader_5,348.9566675794425,Greed,2025-01-24,2025-02-24,SELL,4283.56152571232
trader_19,-136.04875400716344,Fear,2025-02-18,2025-01-21,SELL,5583.075203878526
trader_27,114.19859697026025,Greed,2025-03-01,2025-02-15,BUY,1452.6924246231629
trader_10,142.04550641457047,Neutral,2025-02-02,2025-03-05,SELL,4830.118736385178
trader_9,261.505075626418,Fear,2025-03-14,2024-12-12,BUY,16395.23419815919
trader_29,-23.897936366624748,Fear,2025-03-01,2025-03-06,BUY,15259.13294354258
trader_16,-153.84033197684857,Fear,2025-01-28,2025-01-15,BUY,2097.8860410817897
trader_9,194.15243579430287,Fear,2024-12-25,2025-02-08,SELL,9852.151424193411
trader_6,224.3900490183841,Greed,2025-03-14,2025-04-05,SELL,6385.541657160945
trader_5,105.2350168661068,Greed,2025-02-06,2025-02-09,BUY,13174.000946643315
trader_4,57.18816481262356,Fear,2025-04-22,2024-12-20,BUY,19246.14060115306
trader_20,44.72359030303714,Neutral,2025-04-20,2025-02-06,BUY,12798.39175196196
trader_21,-115.74216300102609,Fear,2025-05-02,2025-02-23,SELL,15041.141211764058
trader_18,-286.2729619944871,Greed,2025-05-02,2025-01-13,BUY,8263.499699361437
trader_16,298.5188704486434,Greed,2024-12-10,2024-12-30,BUY,1137.4118872351655
trader_24,51.862812673278356,Fear,2024-12-12,2025-05-02,BUY,8652.925876928743
trader_28,173.24073616410055,Greed,2024-12-29,2024-12-31,BUY,10460.513931908914
trader_7,-2.8238851783284673,Fear,2025-01-12,2025-04-06,SELL,10107.259282851493
trader_14,-2.756519188662857,Fear,2025-02-26,2025-04-09,BUY,5054.090203137745
trader_30,-19.84472743799961,Fear,2025-02-26,2024-12-14,BUY,9762.35706618739
trader_23,20.59316887140427,Fear,2025-03-21,2025-03-12,BUY,14500.860145445993
trader_17,219.12975937045292,Fear,2025-03-23,2025-04-30,BUY,6573.792086741554
trader_8,70.00021295838849,Neutral,2025-02-07,2025-02-07,SELL,12863.05201973162
trader_11,302.2175328693171,Greed,2025-03-29,2025-04-02,BUY,3488.064960021913
trader_17,-120.0115493116036,Fear,2024-12-11,2025-01-02,SELL,5921.900238450402
trader_14,23.48037173917045,Fear,2025-03-17,2024-12-09,BUY,17736.594246707562
trader_9,42.075870548822586,Fear,2025-02-01,2025-03-05,SELL,12719.136172444712
trader_6,159.4313310073527,Greed,2024-12-22,2024-12-08,BUY,2173.8703620614892
trader_8,-55.00053857832022,Fear,2025-04-22,2024-12-07,SELL,5660.417974481002
trader_17,222.93003803431222,Fear,2025-04-16,2025-04-28,SELL,19882.24367847279
trader_22,145.4135350124912,Fear,2025-02-08,2025-03-02,SELL,5767.044613074657
trader_13,290.0285612272909,Fear,2025-02-28,2025-01-22,SELL,11819.92470703323
trader_13,-26.07953091158012,Neutral,2025-04-13,2024-12-15,BUY,11231.77251287203
trader_17,-199.48997268572958,Fear,2025-03-06,2025-01-21,SELL,8346.089382651211
trader_19,194.76190935033978,Fear,2025-01-12,2025-01-06,BUY,1158.666672120991
trader_2,214.00728317080302,Greed,2025-04-27,2025-04-11,BUY,6044.5705741032725
trader_30,-297.59885459866797,Greed,2025-04-04,2025-03-01,BUY,19090.310410838167
trader_18,134.89266425622674,Greed,2025-03-09,2025-02-17,BUY,874.2230151014812
trader_4,96.71663526598743,Greed,2025-02-05,2025-01-30,BUY,14455.828285571624
trader_7,-31.55510128394745,Greed,2025-02-20,2025-04-29,SELL,17908.61768132815
trader_28,283.4348436250574,Greed,2025-03-10,2025-01-05,BUY,15366.539248845185
trader_16,-13.470924469976943,Neutral,2025-02-06,2025-03-04,SELL,6803.366609632565
trader_19,305.38890321210215,Greed,2025-01-26,2025-03-07,BUY,10649.123763951704
trader_15,190.7630106998765,Greed,2025-05-01,2025-01-09,BUY,17417.176576839483
trader_23,157.54676037316685,Greed,2025-01-18,2025-02-02,SELL,19521.425692555644
trader_25,123.02874762125538,Greed,2025-01-07,2024-12-14,BUY,2392.0668304605324
trader_14,159.91325365027973,Fear,2025-01-05,2025-04-09,SELL,2924.8210399789414
trader_13,-39.174326415457514,Fear,2025-04-01,2025-04-05,BUY,19138.306646314875
trader_20,-129.44274607665113,Neutral,2025-04-16,2024-12-19,SELL,17516.17619685408
trader_7,305.0469093900043,Neutral,2025-03-06,2025-02-16,BUY,4615.96698863907
trader_15,-35.12051725208478,Greed,2025-03-14,2025-02-09,SELL,19417.029045561456
trader_1,18.180031549912805,Greed,2025-02-20,2025-04-04,SELL,4575.539625093141
trader_2,-151.16590460666393,Greed,2024-12-24,2024-12-09,SELL,2226.047711842144
trader_24,142.7447648967521,Fear,2025-02-20,2025-01-02,BUY,13796.770643283478
trader_3,-109.23065312188456,Fear,2025-03-13,2025-04-06,SELL,11026.022313972928
trader_21,112.21636512400273,Greed,2024-12-08,2025-03-26,BUY,5173.468046050374
trader_24,1.4691283718832224,Neutral,2025-03-25,2025-01-30,SELL,18601.41790039836
trader_5,84.73567263461885,Fear,2024-12-11,2025-03-16,BUY,8382.677633018036
trader_16,303.48191250283634,Fear,2025-03-17,2025-01-13,BUY,8356.678509230784
trader_28,-119.96386576732937,Greed,2025-03-05,2025-02-03,BUY,12820.6041172229
trader_17,-27.459567602775962,Greed,2025-04-01,2025-02-23,BUY,5000.5033722552835
trader_29,-65.462425428603,Fear,2025-01-11,2025-01-26,SELL,11943.526356892124
trader_18,124.16786360699162,Neutral,2024-12-06,2024-12-24,SELL,7597.710379080986
trader_26,112.05205884043139,Greed,2024-12-03,2025-03-12,SELL,14052.67226674781
trader_16,17.560725368087624,Neutral,2025-02-12,2025-03-15,SELL,5330.295642895596
trader_11,226.10816863886296,Greed,2025-03-08,2024-12-06,BUY,4116.507490072983
trader_3,54.1602209319073,Fear,2025-02-03,2025-01-03,SELL,5371.368390669803
trader_10,-41.55315206994817,Greed,2025-04-19,2025-05-02,BUY,18750.729117930612
trader_18,247.91766346003695,Fear,2025-01-05,2025-03-27,SELL,17059.964059965656
trader_16,14.225625452485119,Greed,2025-03-30,2024-12-27,BUY,16663.518686239862
trader_9,24.786877824471667,Fear,2025-04-04,2024-12-18,BUY,15723.545928624955
trader_21,37.20009273842459,Greed,2025-04-18,2024-12-05,BUY,12920.539084436701
trader_1,83.6339832144423,Fear,2025-04-08,2025-03-28,BUY,2418.7848658380917
trader_11,228.04958008887627,Neutral,2025-03-22,2025-03-06,BUY,6830.712422712219
trader_11,183.83951261042228,Greed,2025-04-13,2025-01-13,BUY,11456.440016349256
trader_27,143.1483429483202,Neutral,2025-02-17,2025-03-08,BUY,2562.119672155499
trader_13,-95.30392352283843,Greed,2025-05-01,2025-03-03,BUY,1087.2695134620515
trader_28,46.479594859626516,Greed,2025-02-10,2024-12-05,SELL,2321.85673562816
trader_8,28.88161060920969,Fear,2025-02-19,2025-01-30,BUY,2607.3580780065395
trader_19,134.05361405449213,Neutral,2025-05-01,2025-03-02,SELL,2635.9985809796076
trader_27,20.94864115806568,Greed,2025-02-15,2025-04-13,SELL,4208.35838779364
trader_9,265.6632795813789,Greed,2024-12-09,2025-02-13,BUY,10232.384712840925
trader_25,146.74472373962772,Fear,2025-02-08,2025-01-08,SELL,6066.28754636959
trader_28,138.57559138329688,Greed,2024-12-23,2025-04-15,SELL,17272.583774760642
trader_6,-96.62015518775058,Fear,2025-02-24,2025-02-22,SELL,17584.702325503873
trader_4,-57.64119145230114,Greed,2024-12-17,2025-04-03,BUY,18444.87020740447
trader_28,-28.76220683128126,Fear,2025-03-08,2025-02-24,SELL,9687.603197255403
trader_28,51.26313633455879,Fear,2025-04-02,2025-03-22,BUY,15593.815067898553
trader_9,228.67067104640734,Greed,2024-12-25,2025-02-07,BUY,12024.164897478497
trader_27,-64.1340009916537,Greed,2025-03-22,2025-03-16,SELL,3315.2655822152246
trader_25,-193.15250580468202,Fear,2025-01-07,2024-12-30,BUY,12896.122721330365
trader_15,265.0281563226202,Neutral,2024-12-03,2025-04-30,SELL,16821.91019554059
trader_18,-19.14198395024782,Greed,2024-12-14,2025-05-02,BUY,7284.84319741062
trader_26,40.489100009182216,Greed,2024-12-10,2025-01-11,SELL,15060.168875180965
trader_22,201.14394471301262,Greed,2025-02-04,2024-12-29,BUY,15603.086311230923
trader_27,225.6789271738081,Neutral,2025-04-21,2025-02-23,SELL,13049.874851748205
trader_4,-86.91159431796467,Neutral,2025-04-05,2025-02-09,SELL,17723.848763082933
trader_19,90.25523375011085,Fear,2024-12-10,2025-01-10,BUY,3324.0165335857505
trader_26,258.98807502385364,Greed,2025-03-09,2025-02-01,SELL,16946.62450237316
trader_16,56.37182651965766,Greed,2025-01-18,2025-03-29,BUY,12409.255844880801
trader_6,216.06351563397217,Neutral,2025-04-10,2025-03-10,BUY,17185.414795602344
trader_27,74.8296391144179,Neutral,2025-01-16,2025-04-08,BUY,10887.213617466356
trader_12,215.23427393597214,Fear,2025-01-29,2025-03-05,BUY,6895.269458243939
trader_15,249.70751250822443,Neutral,2024-12-25,2025-04-27,SELL,17995.27630146866
trader_15,310.2026914651677,Greed,2025-04-14,2025-04-26,SELL,17609.3700650232
trader_15,121.11852310376976,Greed,2025-02-15,2025-02-03,SELL,5719.714311414299
trader_16,-8.77522569868318,Greed,2025-03-31,2025-03-03,SELL,15010.110309400705
trader_30,91.25667018368182,Greed,2025-01-12,2025-01-05,BUY,2280.2468270491654
trader_14,99.88045337533791,Greed,2025-01-15,2025-04-30,BUY,2176.5697192120706
trader_8,51.68525486790708,Neutral,2025-01-12,2025-01-13,BUY,10472.38687213173
trader_25,160.42001756147397,Fear,2024-12-29,2025-04-06,SELL,1197.351024696121
trader_28,135.0137975210543,Greed,2025-02-21,2024-12-07,SELL,8958.185171708481
trader_25,92.52225442656069,Neutral,2025-03-13,2025-01-07,BUY,15919.578567002147
trader_2,380.14237569113135,Greed,2025-02-24,2025-03-15,BUY,17844.736637107017
trader_15,-71.96779601680998,Neutral,2025-03-09,2024-12-22,BUY,5468.237929620637
trader_29,105.06919390405784,Greed,2025-02-20,2025-01-23,BUY,2001.1152001371338
trader_8,51.4574900200389,Neutral,2025-03-22,2024-12-06,BUY,12797.760637108695
trader_11,-226.81355218937625,Fear,2024-12-03,2025-03-18,BUY,5664.240401141309
trader_16,-44.360987425440385,Greed,2025-01-25,2024-12-29,SELL,957.2394946469319
trader_8,-162.0716569107266,Greed,2025-03-21,2025-01-12,SELL,3058.3605939229474
trader_5,175.3560829672665,Neutral,2025-02-02,2025-03-19,BUY,18797.93709316854
trader_20,-138.57560906488098,Fear,2024-12-21,2025-01-31,SELL,17563.98807621116
trader_25,-156.28323199367705,Greed,2024-12-24,2024-12-13,SELL,16677.53938349819
trader_4,19.234431266289718,Greed,2025-04-27,2025-03-25,SELL,7119.734042741332
trader_12,-2.0979616657011277,Neutral,2025-01-21,2025-01-16,SELL,14433.193324961021
trader_10,-9.667816416712242,Fear,2024-12-13,2024-12-15,BUY,19161.788231320385
trader_4,-113.28061955364626,Fear,2025-03-04,2024-12-05,BUY,11567.831395557534
trader_19,184.3521305376709,Fear,2025-02-16,2025-02-07,SELL,6995.376075856728
trader_10,23.87421932803855,Neutral,2025-03-12,2024-12-02,BUY,16086.923965917678
trader_29,195.872479126225,Greed,2024-12-30,2025-03-24,SELL,8891.580822580396
trader_28,-97.6560975391065,Neutral,2024-12-15,2025-01-07,BUY,11758.201990073134
trader_29,-45.89251049534069,Neutral,2025-05-02,2025-03-04,BUY,11053.621140018317
trader_19,-81.04506953583862,Neutral,2025-01-12,2025-01-08,SELL,4739.6481671809215
trader_19,46.194165670073936,Fear,2025-01-09,2024-12-20,BUY,513.0145774318194
trader_11,-51.482313968063124,Fear,2025-04-30,2025-04-27,BUY,19977.3030029037
trader_23,211.70870661083035,Neutral,2025-01-13,2024-12-29,BUY,8628.21957433662
trader_13,-288.09896795799665,Fear,2025-02-19,2024-12-17,SELL,6034.42119636001
trader_21,303.3468751492315,Neutral,2024-12-01,2025-03-26,SELL,15434.691332507698
trader_25,4.742874067424566,Fear,2025-03-13,2025-01-20,SELL,12054.231898227401
trader_2,-66.16777882201774,Greed,2025-04-04,2025-04-15,BUY,17668.967628681286
trader_14,326.3358959503122,Greed,2025-02-20,2025-04-28,BUY,15731.469684806187
trader_20,34.92705750487286,Greed,2025-01-10,2025-04-30,SELL,5994.500643600783
trader_18,5.401941792011755,Neutral,2025-01-31,2025-03-25,SELL,12048.763114275736
trader_27,-42.59394197160806,Neutral,2025-04-17,2025-03-01,SELL,10302.688114731242
trader_16,10.355480460044156,Greed,2025-03-18,2024-12-06,SELL,19124.131511961106
trader_24,122.98383764525454,Greed,2025-02-11,2025-04-15,BUY,5171.617705430128
